fifa_version,age,mentality_interceptions,defending,defending_standing_tackle,defending_sliding_tackle,attacking_heading_accuracy,skill_dribbling,attacker_position,skill_ball_control,midfielder_position,attacking_finishing,attacking_volleys,attacking_short_passing,mentality_positioning,shooting,big_potential
19.0,20,59,53.0,57,53,49,53,0,58,1,25,25,65,40,33.0,0
17.0,23,54,57.0,59,56,51,78,0,66,1,67,46,63,71,63.0,1
18.0,24,67,60.0,60,56,53,77,0,67,1,68,46,68,71,63.0,1
19.0,25,67,59.0,60,56,54,76,1,67,1,66,46,68,72,62.0,1
20.0,26,67,59.0,60,56,54,77,1,73,0,68,46,72,73,66.0,1
21.0,27,67,59.0,60,56,54,77,1,73,1,67,46,72,74,65.0,0
17.0,31,72,63.0,63,57,43,43,0,63,1,27,28,69,33,33.0,0
18.0,32,68,62.0,63,57,43,43,0,63,1,27,28,70,39,33.0,0
17.0,25,57,54.0,57,51,44,43,0,64,1,40,35,69,46,45.0,0
17.0,26,64,64.0,67,64,47,43,0,63,0,26,37,56,46,35.0,0
18.0,27,64,64.0,67,64,47,43,1,63,0,26,37,56,46,35.0,0
17.0,24,50,53.0,63,57,40,25,0,25,1,23,26,32,22,26.0,0
17.0,23,54,52.0,49,51,47,56,1,60,1,54,46,61,56,55.0,0
18.0,24,54,52.0,49,51,47,68,1,60,1,64,51,61,56,60.0,0
19.0,25,54,49.0,49,51,47,68,1,65,1,64,55,63,56,61.0,0
20.0,26,54,49.0,49,51,47,68,1,63,1,62,55,63,56,60.0,0
17.0,29,53,52.0,61,53,41,53,0,64,1,44,33,65,47,47.0,1
18.0,30,53,53.0,61,53,41,53,0,64,1,44,33,68,47,49.0,1
19.0,31,53,50.0,61,53,41,53,0,64,1,44,33,68,47,49.0,1
17.0,22,43,39.0,37,45,43,69,0,68,1,55,36,62,60,48.0,0
18.0,23,43,39.0,37,45,43,58,1,60,1,50,36,62,60,46.0,0
17.0,29,18,19.0,17,16,58,73,1,71,1,68,46,63,66,64.0,1
18.0,30,18,29.0,28,19,72,73,1,71,1,74,59,69,76,68.0,0
19.0,31,18,30.0,35,22,72,66,1,71,1,74,59,69,76,70.0,0
17.0,22,39,41.0,41,42,48,46,1,67,1,54,37,51,54,48.0,0
18.0,23,39,41.0,41,42,48,46,1,67,1,54,37,51,54,48.0,0
19.0,24,48,42.0,41,42,48,52,0,67,1,54,37,57,54,51.0,0
17.0,27,67,66.0,67,65,65,53,0,65,1,44,26,64,47,46.0,0
18.0,28,67,66.0,67,65,65,53,0,65,1,44,26,64,47,46.0,0
17.0,17,40,46.0,46,44,54,29,0,33,0,17,22,38,18,21.0,1
19.0,19,63,63.0,68,60,62,58,0,64,0,27,22,55,18,28.0,1
20.0,20,69,72.0,75,74,70,60,0,67,1,27,22,68,23,28.0,1
21.0,21,70,72.0,74,73,68,68,0,71,0,29,30,69,38,32.0,1
17.0,18,43,39.0,38,42,42,40,0,44,1,29,37,60,49,37.0,0
18.0,19,43,40.0,38,42,54,57,1,61,1,68,59,69,67,60.0,0
19.0,20,43,42.0,38,42,54,57,1,61,1,58,59,69,60,55.0,0
17.0,18,49,48.0,53,54,38,46,0,32,1,27,20,27,46,28.0,0
18.0,19,52,48.0,53,54,38,46,0,32,1,27,20,46,46,28.0,0
17.0,25,34,33.0,27,23,68,67,1,65,1,72,54,72,67,67.0,0
18.0,26,55,37.0,27,23,68,66,1,65,1,70,54,71,68,67.0,0
17.0,21,20,30.0,32,30,36,72,1,68,1,53,64,58,63,58.0,0
18.0,22,25,32.0,36,31,36,68,1,72,1,53,65,66,68,58.0,0
17.0,21,56,47.0,45,48,42,53,0,64,1,55,32,63,61,55.0,0
17.0,20,53,50.0,54,47,45,57,0,58,1,49,32,62,33,47.0,0
18.0,21,57,55.0,60,54,46,59,0,64,1,49,32,67,50,49.0,0
17.0,22,19,25.0,22,38,47,70,1,65,1,60,57,59,59,55.0,0
18.0,23,19,26.0,22,33,59,72,1,65,1,60,57,58,63,57.0,0
19.0,24,19,30.0,22,33,59,71,1,65,1,60,54,61,61,58.0,0
17.0,25,55,54.0,53,54,56,41,0,46,1,33,34,52,36,35.0,0
18.0,26,59,61.0,63,59,63,41,0,47,0,33,34,56,36,35.0,0
17.0,18,18,21.0,16,21,46,65,1,59,0,59,51,49,49,55.0,1
19.0,20,33,31.0,32,38,46,65,1,61,1,59,51,61,49,55.0,1
20.0,21,47,42.0,49,46,46,71,1,70,1,58,58,72,59,60.0,1
17.0,24,52,48.0,45,47,53,65,1,68,1,63,58,62,60,62.0,0
18.0,25,55,48.0,45,47,53,65,1,68,1,65,58,66,60,64.0,0
19.0,26,55,57.0,53,49,53,65,1,70,1,59,61,68,60,59.0,0
17.0,17,51,52.0,54,51,42,52,0,54,1,24,24,47,47,27.0,1
18.0,18,62,62.0,65,59,63,65,1,66,1,24,24,65,50,35.0,1
19.0,19,75,70.0,73,69,64,69,1,70,1,44,33,70,64,45.0,1
20.0,20,74,73.0,76,69,65,70,1,71,1,48,33,77,65,48.0,0
21.0,21,74,73.0,76,69,65,70,1,71,1,48,33,77,65,48.0,0
19.0,20,19,26.0,17,19,59,57,1,58,0,60,40,49,63,59.0,0
20.0,21,19,26.0,17,19,59,56,1,57,0,58,40,49,63,58.0,0
18.0,22,64,63.0,64,60,68,33,0,42,1,22,29,64,22,32.0,0
19.0,23,64,61.0,64,60,68,43,0,57,1,22,29,66,54,37.0,0
20.0,24,64,61.0,64,60,68,43,0,57,0,22,29,66,54,37.0,0
21.0,25,63,61.0,65,61,70,43,0,57,0,22,29,66,54,37.0,0
18.0,19,63,59.0,59,56,49,58,0,59,1,32,30,68,60,46.0,0
19.0,20,63,59.0,60,56,49,58,0,60,1,32,30,69,64,46.0,0
20.0,21,63,58.0,58,54,49,57,0,59,1,34,30,68,64,47.0,0
18.0,20,17,19.0,12,15,61,59,1,60,0,62,50,56,67,61.0,1
19.0,21,17,25.0,12,15,61,62,1,64,0,59,50,54,67,60.0,1
20.0,22,17,25.0,12,15,61,67,1,65,0,59,50,66,67,61.0,1
21.0,23,17,25.0,12,15,61,67,1,65,0,58,50,66,67,60.0,1
17.0,25,28,37.0,47,41,72,70,0,66,1,60,56,66,60,61.0,1
18.0,26,28,42.0,47,41,72,72,0,68,1,67,56,67,60,64.0,1
19.0,27,65,66.0,65,66,72,72,0,70,1,67,56,70,60,64.0,1
20.0,28,75,72.0,75,69,68,77,0,76,1,74,69,78,73,72.0,0
21.0,29,71,70.0,71,67,66,70,0,68,1,69,68,70,70,69.0,1
17.0,21,61,54.0,52,64,52,51,0,61,1,40,37,62,28,42.0,1
18.0,22,61,56.0,52,64,57,51,0,61,1,40,37,62,28,42.0,1
19.0,23,72,67.0,69,66,57,65,0,64,1,40,37,66,28,44.0,1
20.0,24,72,68.0,71,68,56,64,0,68,1,40,40,72,32,48.0,0
17.0,20,55,52.0,56,58,37,56,0,44,0,28,23,42,36,29.0,0
18.0,21,53,53.0,56,58,40,57,0,58,0,28,23,57,44,35.0,0
19.0,22,55,62.0,65,67,59,57,0,60,0,28,23,65,44,36.0,0
20.0,23,54,56.0,62,65,59,57,0,60,0,28,23,65,44,36.0,0
21.0,24,53,59.0,65,65,59,61,0,64,0,47,23,65,52,49.0,0
17.0,27,63,59.0,53,46,66,47,0,55,1,26,34,68,43,33.0,0
18.0,28,63,62.0,59,51,66,47,0,55,1,26,34,68,43,33.0,0
19.0,29,63,61.0,59,51,66,47,0,55,1,26,34,68,43,33.0,0
18.0,18,21,21.0,15,19,56,53,1,58,0,59,43,54,59,53.0,1
21.0,21,21,25.0,15,19,62,55,1,61,0,65,60,60,64,59.0,1
20.0,20,57,57.0,58,57,52,49,0,52,0,26,29,50,42,30.0,0
21.0,21,60,61.0,61,59,60,58,0,60,1,38,34,60,53,38.0,0
18.0,17,45,47.0,52,47,42,32,0,30,0,19,20,36,21,23.0,0
20.0,19,57,60.0,62,60,54,41,0,49,0,25,31,51,34,28.0,0
21.0,20,58,63.0,65,64,66,54,0,58,0,35,31,57,38,37.0,0
20.0,19,51,51.0,53,49,48,59,0,56,1,49,47,60,57,49.0,0
18.0,17,24,30.0,33,36,38,73,1,69,0,58,54,61,57,55.0,1
19.0,18,24,31.0,33,36,38,84,1,81,1,58,57,65,60,56.0,1
20.0,19,29,36.0,45,34,37,92,0,88,1,78,80,83,78,72.0,0
21.0,20,39,37.0,41,32,38,92,0,91,1,81,83,88,83,74.0,0
20.0,19,63,58.0,61,59,38,71,0,72,1,55,38,71,64,53.0,0
21.0,20,63,57.0,58,57,38,69,0,70,1,55,38,69,64,53.0,0
19.0,18,59,55.0,55,43,51,57,0,62,1,50,32,59,58,50.0,0
20.0,19,59,55.0,55,43,51,59,0,62,1,50,32,59,58,50.0,0
21.0,20,59,59.0,64,53,52,64,0,63,1,50,32,63,58,50.0,0
18.0,18,26,27.0,28,27,28,63,0,56,1,55,42,54,55,53.0,0
19.0,19,29,32.0,35,34,28,63,0,58,1,57,43,56,56,55.0,0
20.0,20,29,34.0,35,34,28,65,0,61,1,57,43,59,56,56.0,0
21.0,21,46,39.0,42,34,28,66,0,63,1,53,43,65,57,55.0,0
17.0,19,57,55.0,62,58,54,62,0,60,1,46,43,67,61,53.0,1
18.0,20,63,61.0,65,62,54,70,0,70,1,46,43,71,65,56.0,0
19.0,21,63,56.0,65,62,54,70,0,70,1,46,43,71,65,56.0,1
20.0,22,63,56.0,65,62,54,70,0,70,1,46,43,71,65,56.0,1
21.0,23,63,56.0,65,62,54,70,0,70,1,46,43,71,65,56.0,1
17.0,26,75,72.0,70,77,74,54,0,68,0,28,38,70,27,33.0,0
17.0,20,54,59.0,64,62,58,38,0,40,0,24,32,41,25,30.0,0
19.0,22,62,63.0,64,62,59,38,0,51,0,24,32,56,25,30.0,0
20.0,23,63,62.0,63,61,59,38,0,50,0,24,32,54,25,30.0,0
21.0,24,63,62.0,63,61,61,38,0,50,0,24,32,55,25,30.0,0
17.0,19,12,21.0,16,21,60,61,1,60,0,64,42,52,63,60.0,1
18.0,20,12,21.0,16,21,60,61,1,63,0,64,42,52,63,60.0,1
19.0,21,13,20.0,16,21,60,66,1,69,1,67,49,52,63,63.0,1
20.0,22,13,22.0,16,31,65,66,1,69,0,64,52,56,61,63.0,1
21.0,23,29,29.0,16,31,70,73,1,70,0,70,63,71,70,69.0,0
17.0,18,50,49.0,49,52,49,65,0,59,1,43,36,54,48,48.0,0
17.0,19,17,19.0,13,17,60,48,1,53,0,69,42,43,52,60.0,1
18.0,20,60,37.0,44,17,62,61,0,66,1,64,51,70,55,60.0,1
19.0,21,60,40.0,44,17,64,69,0,72,1,69,72,72,55,69.0,1
20.0,22,62,43.0,49,24,67,71,0,74,1,70,72,73,56,69.0,1
21.0,23,62,43.0,49,24,67,72,0,74,1,70,72,73,64,70.0,1
17.0,17,32,31.0,34,31,31,56,0,55,1,54,43,56,53,56.0,1
18.0,18,42,44.0,49,31,37,71,0,70,1,56,57,67,48,58.0,1
19.0,19,45,44.0,44,30,59,76,0,79,1,67,61,74,63,67.0,1
20.0,20,46,46.0,49,30,59,74,0,79,1,68,61,75,65,68.0,1
21.0,21,48,48.0,53,34,59,79,1,82,1,78,61,81,79,77.0,1
17.0,24,65,59.0,67,56,58,57,0,68,1,59,49,70,69,61.0,0
18.0,25,61,62.0,67,62,58,61,0,68,1,59,49,74,64,61.0,0
17.0,26,64,61.0,72,51,52,49,0,55,1,32,34,64,50,43.0,0
18.0,27,73,65.0,76,55,52,49,0,61,1,32,34,69,50,43.0,0
19.0,28,75,68.0,78,55,52,49,0,61,1,32,34,69,50,43.0,0
20.0,29,75,69.0,75,63,60,50,0,62,1,32,34,69,50,43.0,0
18.0,20,29,21.0,12,19,47,39,1,50,0,62,31,35,51,54.0,1
19.0,21,38,31.0,12,19,60,56,1,64,0,65,61,53,65,61.0,1
20.0,22,38,32.0,12,19,64,56,1,63,0,66,61,53,65,64.0,1
17.0,20,58,50.0,50,44,48,43,0,54,1,48,39,60,51,52.0,1
18.0,21,60,58.0,59,55,56,63,0,65,1,52,39,65,56,54.0,1
19.0,22,60,57.0,59,55,56,63,0,65,1,52,39,65,56,54.0,1
17.0,18,61,46.0,43,37,41,62,0,63,1,42,42,67,52,52.0,0
18.0,19,61,46.0,43,37,41,62,0,63,1,42,42,67,52,52.0,0
17.0,18,56,57.0,59,58,47,58,0,61,0,24,30,60,45,35.0,1
18.0,19,56,57.0,59,58,47,60,0,61,0,24,30,60,48,35.0,1
19.0,20,70,62.0,65,58,47,60,1,64,0,24,30,64,56,35.0,1
20.0,21,70,62.0,65,58,47,60,1,64,0,24,30,64,56,35.0,1
21.0,22,70,62.0,65,58,47,60,1,64,0,24,30,64,56,35.0,1
17.0,19,41,33.0,30,32,42,62,0,58,1,40,45,56,50,47.0,0
18.0,20,41,33.0,30,32,42,62,0,58,1,40,45,56,50,47.0,0
19.0,21,41,34.0,30,32,42,76,0,69,1,50,45,65,62,52.0,0
20.0,22,41,34.0,30,32,42,75,0,67,1,53,47,64,63,56.0,0
21.0,23,41,34.0,30,32,42,75,0,67,1,53,47,64,63,56.0,0
18.0,18,29,34.0,38,37,45,58,0,61,1,43,48,62,51,53.0,1
19.0,19,29,40.0,38,37,45,63,0,64,1,47,48,69,61,55.0,1
20.0,20,29,40.0,38,37,45,63,0,64,1,47,48,68,59,55.0,1
21.0,21,52,57.0,62,52,45,63,0,66,1,47,48,69,59,55.0,1
17.0,20,57,64.0,68,66,60,50,0,58,0,29,28,57,58,35.0,1
18.0,21,61,67.0,71,70,67,67,0,64,0,32,28,64,58,42.0,1
19.0,22,65,69.0,73,71,69,70,0,68,0,47,28,68,64,49.0,1
20.0,23,72,76.0,78,75,80,71,0,74,0,48,28,72,69,50.0,1
21.0,24,72,76.0,79,75,83,71,0,74,0,64,28,72,73,60.0,1
17.0,17,57,62.0,63,63,60,44,0,60,0,20,35,65,22,24.0,1
18.0,18,66,67.0,67,65,66,44,0,60,0,20,35,65,22,25.0,0
19.0,19,67,72.0,75,69,70,44,0,60,0,20,35,67,22,25.0,0
20.0,20,68,73.0,76,71,70,44,0,60,0,20,35,67,22,25.0,0
21.0,21,68,71.0,74,71,72,47,0,60,0,20,35,66,22,25.0,0
17.0,17,50,53.0,60,60,43,65,0,60,0,39,44,57,59,35.0,0
18.0,18,64,60.0,57,58,52,66,0,64,0,47,44,63,57,44.0,0
19.0,19,64,61.0,61,60,52,65,0,63,0,47,44,64,59,47.0,0
20.0,20,60,57.0,61,59,52,63,0,60,0,47,44,64,59,47.0,0
21.0,21,64,62.0,67,63,53,67,0,67,0,46,45,69,61,47.0,0
17.0,23,59,60.0,63,66,48,63,0,58,1,33,35,64,60,34.0,1
18.0,24,61,61.0,68,62,48,63,0,63,1,37,35,67,56,42.0,1
19.0,25,62,65.0,68,63,60,66,0,63,1,37,35,65,56,42.0,1
20.0,26,64,65.0,67,65,60,65,0,64,1,43,35,65,56,47.0,1
17.0,20,15,21.0,18,14,63,59,1,65,0,63,58,56,69,60.0,0
19.0,22,15,28.0,18,14,63,61,1,67,0,68,58,56,65,65.0,0
21.0,24,15,28.0,18,14,63,61,1,67,0,68,58,56,65,65.0,0
17.0,18,49,47.0,56,45,34,77,0,72,1,52,41,71,54,49.0,1
18.0,19,52,48.0,56,45,34,78,0,79,1,55,41,82,57,53.0,1
19.0,20,68,61.0,62,48,34,75,1,74,1,63,41,69,64,63.0,0
20.0,21,68,61.0,62,48,34,79,1,78,1,67,41,77,72,68.0,0
21.0,22,70,60.0,62,50,34,73,0,76,1,66,41,77,70,67.0,0
17.0,19,58,59.0,62,62,61,66,0,65,0,28,41,64,55,39.0,0
18.0,20,60,60.0,63,62,61,66,0,65,0,28,41,64,55,39.0,0
19.0,21,60,62.0,63,62,61,69,0,65,1,31,41,64,55,43.0,0
20.0,22,59,61.0,61,60,60,62,1,63,0,31,41,59,55,42.0,0
21.0,23,58,59.0,60,59,55,59,1,58,0,31,41,55,55,40.0,0
17.0,19,22,39.0,50,46,41,62,0,55,1,48,44,65,51,48.0,0
18.0,19,40,43.0,50,46,41,62,0,57,1,52,44,62,51,57.0,0
17.0,22,22,23.0,18,13,63,49,1,50,0,60,38,47,59,59.0,1
17.0,18,30,34.0,33,38,52,51,1,49,0,53,48,51,51,51.0,0
18.0,19,30,34.0,33,38,52,51,1,49,0,53,48,51,51,51.0,0
19.0,20,30,35.0,33,38,61,62,1,60,0,66,48,51,64,62.0,0
17.0,20,24,25.0,22,22,40,69,0,73,1,56,59,62,50,55.0,1
18.0,21,35,31.0,28,27,45,73,0,75,1,56,59,69,55,57.0,1
19.0,22,35,31.0,28,27,45,74,0,76,1,58,59,72,58,59.0,1
20.0,23,35,31.0,28,27,45,73,1,74,1,61,67,70,64,63.0,1
21.0,24,35,31.0,28,27,45,77,1,76,1,61,67,74,67,64.0,1
17.0,28,31,28.0,24,26,55,76,1,75,1,74,66,66,74,71.0,1
18.0,29,31,29.0,24,26,63,77,1,75,1,75,66,66,74,72.0,0
19.0,30,31,30.0,24,26,72,76,1,75,1,76,66,67,76,75.0,0
17.0,18,21,26.0,21,20,64,52,1,62,0,63,42,48,61,58.0,1
18.0,19,29,33.0,35,34,64,57,1,65,0,63,43,60,65,58.0,1
19.0,21,29,35.0,35,34,68,60,1,67,0,66,51,61,66,63.0,1
20.0,22,29,35.0,35,34,68,60,1,67,0,66,51,61,66,63.0,1
21.0,23,29,36.0,35,36,74,66,1,69,1,76,72,65,75,73.0,1
17.0,22,63,53.0,50,46,36,68,0,67,1,57,50,65,50,58.0,0
18.0,23,63,54.0,52,49,36,68,0,69,1,57,50,68,51,59.0,0
19.0,24,63,53.0,52,49,36,68,0,69,1,57,50,68,51,59.0,0
17.0,22,25,30.0,32,29,32,71,0,69,1,50,65,63,56,53.0,0
18.0,23,25,30.0,32,29,32,71,0,67,1,52,65,63,55,55.0,0
19.0,24,25,29.0,32,29,32,74,1,67,1,52,65,63,56,57.0,0
17.0,27,25,31.0,32,35,40,71,0,70,1,54,58,65,62,59.0,0
17.0,24,66,64.0,66,68,52,65,0,66,1,50,56,55,57,57.0,0
18.0,25,65,63.0,66,68,52,65,0,66,1,50,56,55,57,57.0,0
19.0,26,65,63.0,66,68,52,65,0,66,0,50,56,58,64,57.0,0
17.0,23,70,64.0,72,56,34,69,0,71,1,54,70,71,60,64.0,0
18.0,24,70,64.0,72,56,34,69,0,71,1,54,70,71,60,64.0,0
19.0,25,70,64.0,71,56,34,70,0,75,1,54,70,74,66,64.0,0
17.0,23,45,37.0,38,28,45,64,0,65,1,51,56,60,58,53.0,0
18.0,24,45,37.0,38,28,45,64,1,65,1,51,56,60,58,53.0,0
19.0,25,45,34.0,38,28,45,71,1,66,1,51,56,61,61,53.0,0
17.0,19,26,33.0,35,44,37,71,0,66,1,50,58,65,42,51.0,1
18.0,20,26,33.0,35,44,37,71,0,66,1,54,58,65,42,56.0,1
19.0,21,26,35.0,35,44,37,71,0,69,1,57,58,65,42,59.0,1
20.0,22,26,35.0,35,44,37,68,1,67,1,61,61,65,50,61.0,1
21.0,23,26,35.0,35,44,37,68,1,70,1,65,61,70,57,66.0,0
17.0,19,52,57.0,62,56,64,39,0,42,0,16,24,49,25,28.0,1
18.0,20,52,57.0,62,56,64,39,0,42,0,16,24,48,25,28.0,1
19.0,21,58,59.0,63,58,65,55,0,65,1,16,24,66,41,30.0,1
20.0,22,68,64.0,65,58,67,55,0,65,1,16,24,66,41,30.0,1
21.0,23,68,66.0,67,69,67,55,0,65,0,20,24,68,41,32.0,1
17.0,25,58,64.0,68,66,69,44,0,63,0,30,34,64,35,42.0,0
18.0,26,58,61.0,62,59,63,44,0,63,0,30,34,64,35,42.0,0
19.0,27,58,59.0,62,59,63,44,0,63,0,30,34,64,35,42.0,0
17.0,22,44,40.0,36,46,45,44,0,52,1,34,36,67,53,39.0,1
19.0,24,59,61.0,64,58,60,46,0,54,1,34,36,67,53,39.0,1
17.0,24,57,51.0,56,51,39,57,0,67,1,52,44,65,50,53.0,0
19.0,26,57,52.0,56,51,39,57,0,68,1,52,44,66,50,55.0,0
17.0,17,17,24.0,27,29,30,74,0,68,1,48,47,44,47,47.0,0
17.0,18,27,29.0,31,29,47,70,1,61,1,63,50,54,54,59.0,1
18.0,19,27,29.0,31,29,46,68,0,61,1,61,50,54,54,58.0,1
20.0,21,23,26.0,31,24,46,74,1,67,0,61,50,56,57,58.0,1
21.0,22,44,45.0,49,35,46,72,1,74,0,62,54,67,61,63.0,1
17.0,27,19,23.0,22,24,55,69,1,73,1,64,67,62,64,65.0,0
18.0,19,51,52.0,58,54,40,64,0,68,1,53,42,63,50,55.0,1
19.0,20,67,64.0,71,70,44,73,0,74,1,55,55,71,72,62.0,1
20.0,21,77,65.0,67,66,44,75,0,77,1,64,55,76,74,68.0,0
21.0,22,78,65.0,67,69,44,75,0,77,1,64,58,76,74,69.0,1
20.0,29,59,59.0,62,60,53,56,0,60,1,53,48,62,59,56.0,0
19.0,23,42,42.0,49,48,61,57,1,51,0,59,51,56,62,57.0,0
18.0,19,60,57.0,61,59,58,43,0,48,0,17,24,41,28,24.0,1
19.0,20,65,67.0,67,69,58,55,0,62,0,22,24,63,28,26.0,1
20.0,21,71,72.0,73,73,71,58,0,66,0,30,32,66,35,33.0,0
21.0,22,72,74.0,75,74,73,58,0,66,0,32,33,69,39,37.0,0
17.0,22,54,54.0,54,55,42,35,0,43,0,28,25,50,40,28.0,1
18.0,23,57,57.0,63,58,45,40,1,58,0,45,25,57,40,48.0,1
19.0,24,60,61.0,67,63,45,54,1,61,0,57,25,61,59,57.0,1
20.0,25,63,62.0,68,63,45,55,1,62,0,57,25,64,63,58.0,0
21.0,26,63,64.0,68,63,45,67,0,66,0,57,25,66,66,58.0,0
17.0,19,59,54.0,61,52,45,23,0,34,0,18,14,48,22,25.0,0
18.0,20,59,55.0,61,54,45,23,0,36,0,18,14,50,22,25.0,0
19.0,21,61,61.0,64,59,58,35,0,51,0,22,16,57,22,27.0,0
20.0,22,61,62.0,64,59,60,35,0,51,0,22,16,57,22,27.0,0
17.0,19,52,49.0,54,56,47,21,0,32,0,15,28,29,24,24.0,0
17.0,21,26,22.0,11,17,65,58,1,58,0,64,46,54,64,58.0,0
18.0,22,26,22.0,11,17,66,63,1,66,1,68,53,69,68,64.0,0
17.0,18,25,30.0,21,23,65,61,1,61,0,61,46,57,60,57.0,0
18.0,19,25,35.0,36,23,65,61,1,61,0,61,46,57,60,57.0,0
19.0,20,25,32.0,36,23,65,61,1,64,0,65,53,62,63,61.0,1
20.0,21,25,32.0,36,23,65,61,1,64,0,65,53,62,63,61.0,1
21.0,22,25,32.0,36,23,65,61,1,64,0,65,53,62,63,61.0,1
17.0,22,55,53.0,55,45,55,60,0,60,1,60,55,63,60,59.0,1
18.0,23,70,67.0,70,69,55,74,1,72,0,48,55,63,60,54.0,0
20.0,25,71,69.0,69,68,55,74,1,71,0,48,55,63,66,54.0,1
17.0,20,64,63.0,63,62,59,59,0,61,0,50,50,63,45,46.0,1
18.0,21,72,73.0,74,73,68,62,0,67,0,47,50,69,48,46.0,0
17.0,18,29,31.0,35,33,41,59,0,59,1,48,43,53,52,47.0,1
18.0,19,29,31.0,35,33,41,59,0,59,1,49,43,55,55,48.0,1
19.0,20,31,39.0,37,35,41,64,0,64,1,56,49,58,61,54.0,0
20.0,21,31,41.0,44,35,41,65,0,68,1,63,49,66,63,57.0,0
21.0,22,31,41.0,44,35,41,72,0,68,1,64,49,68,67,59.0,0
17.0,22,60,57.0,61,55,49,59,0,67,1,45,45,68,64,48.0,1
18.0,23,64,60.0,65,58,52,70,0,72,1,64,58,73,73,66.0,0
17.0,24,67,66.0,71,65,60,51,0,53,0,30,36,55,38,40.0,1
18.0,25,67,66.0,71,65,63,51,0,53,0,30,36,55,41,40.0,1
19.0,26,68,69.0,71,65,71,53,0,61,1,30,36,64,55,41.0,0
17.0,22,63,65.0,67,61,58,48,0,52,0,23,38,59,21,35.0,0
18.0,23,63,66.0,67,61,68,48,0,52,0,23,38,59,21,35.0,0
19.0,24,63,64.0,65,58,68,48,0,52,0,23,38,59,21,35.0,0
18.0,19,59,58.0,59,60,48,56,0,51,0,33,32,47,42,35.0,1
19.0,20,70,68.0,71,68,56,63,0,66,0,43,32,64,55,43.0,0
20.0,21,70,70.0,73,70,58,62,0,65,0,41,32,66,55,42.0,1
21.0,22,70,70.0,73,70,58,62,0,65,0,41,32,66,55,42.0,1
17.0,20,16,22.0,22,16,59,59,1,62,0,72,64,53,68,70.0,1
18.0,21,16,23.0,22,16,67,67,1,69,0,78,65,65,68,75.0,1
19.0,22,16,26.0,22,16,72,68,1,69,0,78,69,67,71,76.0,1
20.0,23,16,26.0,22,16,73,70,1,68,1,76,69,69,73,74.0,0
21.0,24,16,25.0,22,16,65,70,1,70,1,72,69,69,70,72.0,0
17.0,19,66,57.0,60,61,58,60,0,64,1,56,39,68,53,56.0,0
18.0,20,66,59.0,60,61,58,60,0,64,1,56,39,73,59,56.0,0
17.0,19,21,40.0,46,52,41,63,0,62,1,62,46,62,50,56.0,0
19.0,21,21,38.0,46,52,41,63,0,62,1,62,46,62,50,56.0,0
20.0,22,21,38.0,46,52,41,63,0,62,1,62,46,62,50,56.0,0
21.0,23,54,55.0,56,57,43,63,1,62,1,56,51,62,59,56.0,0
17.0,20,17,21.0,17,12,54,62,1,57,0,64,64,56,57,61.0,1
18.0,21,38,37.0,45,25,77,64,1,65,1,68,67,64,57,64.0,1
19.0,22,38,44.0,45,25,81,66,1,65,1,68,67,64,59,64.0,1
17.0,24,21,30.0,31,26,67,63,1,67,0,73,71,68,72,69.0,0
18.0,25,21,30.0,31,26,62,62,1,64,0,60,64,64,72,63.0,0
19.0,26,21,30.0,31,26,62,62,1,65,0,60,65,65,72,63.0,0
17.0,21,14,22.0,22,17,63,56,1,55,0,66,47,50,52,61.0,0
17.0,18,16,23.0,19,18,58,68,1,67,0,65,60,57,58,63.0,1
18.0,19,16,23.0,19,18,58,71,1,68,0,67,60,57,60,64.0,1
19.0,20,16,31.0,19,18,58,71,1,68,0,68,60,57,60,65.0,1
20.0,21,16,31.0,19,18,58,73,1,68,1,74,60,57,69,68.0,1
21.0,22,16,31.0,19,18,58,73,1,68,1,74,60,57,69,71.0,1
17.0,19,17,25.0,21,15,68,65,1,70,1,70,58,62,55,68.0,1
18.0,20,17,25.0,21,15,68,68,1,71,1,71,58,62,62,68.0,1
19.0,21,17,25.0,21,15,68,69,1,72,1,71,58,65,63,69.0,1
20.0,22,26,32.0,24,19,69,73,1,76,1,74,69,73,76,73.0,0
21.0,23,26,34.0,27,23,69,76,0,76,1,74,69,75,76,74.0,0
17.0,20,63,55.0,58,56,48,53,0,64,1,29,30,60,39,36.0,0
17.0,17,39,38.0,38,38,48,64,0,63,1,59,52,67,59,58.0,0
18.0,18,39,38.0,38,38,50,67,0,67,1,60,52,68,65,60.0,0
19.0,19,39,43.0,40,38,54,67,0,67,1,60,52,69,65,60.0,0
20.0,20,39,43.0,40,38,54,67,0,67,1,60,52,69,66,60.0,0
21.0,21,42,46.0,49,43,54,67,0,67,1,60,52,67,64,59.0,0
17.0,21,62,62.0,60,59,63,40,0,45,0,22,21,54,26,25.0,0
18.0,22,63,63.0,61,60,63,42,0,52,0,26,21,54,35,33.0,0
19.0,23,66,65.0,64,63,63,42,0,52,0,26,21,54,35,33.0,0
17.0,23,50,54.0,57,55,43,35,0,40,0,26,23,48,35,29.0,0
18.0,24,59,59.0,61,60,43,58,0,59,0,26,23,60,40,29.0,0
20.0,26,59,56.0,61,60,43,58,0,59,0,26,23,60,40,29.0,0
17.0,22,53,56.0,61,58,44,41,0,55,0,27,23,60,45,30.0,0
