fifa_version,age,physic,mentality_aggression,mentality_interceptions,power_stamina,power_strength,defending_marking_awareness,power_jumping,defending_standing_tackle,defending_sliding_tackle,attacking_heading_accuracy,mentality_composure,movement_reactions,skill_long_passing,skill_dribbling,skill_fk_accuracy,skill_ball_control,attacking_crossing,power_shot_power,attacking_finishing,skill_curve,movement_balance,attacking_volleys,power_long_shots,mentality_vision,mentality_penalties,movement_agility,big_potential
21.0,23,71.0,72,73,76,69,69,65,73,72,68,74.0,69,69,72,35,71,74,63,54,65,69,37,54,65,46,75,0
21.0,21,67.0,49,28,62,75,29,76,38,36,37,52.0,52,65,71,38,68,60,51,59,61,70,43,48,55,48,73,1
20.0,24,50.0,48,20,60,45,23,53,27,26,43,48.0,44,42,67,42,64,61,72,54,55,72,59,52,53,51,76,1
21.0,25,50.0,48,20,61,46,23,52,27,26,43,48.0,59,48,72,56,69,63,72,59,58,72,59,55,55,51,77,1
20.0,24,60.0,51,58,74,58,58,55,72,63,54,56.0,58,45,65,51,65,69,25,23,51,76,31,23,40,32,55,0
20.0,26,66.0,62,28,71,65,42,62,58,48,58,51.0,55,65,72,66,71,61,62,41,64,58,45,48,68,55,58,1
20.0,18,58.0,58,21,55,60,19,60,24,19,59,64.0,58,44,57,49,59,45,64,66,54,66,60,59,52,64,66,0
21.0,19,59.0,58,21,55,62,19,60,24,19,60,65.0,60,44,58,51,59,45,64,66,55,66,60,60,52,64,66,0
20.0,26,66.0,72,58,72,61,60,52,64,61,49,62.0,61,41,60,34,54,56,62,38,37,68,33,41,42,47,70,1
21.0,27,65.0,72,58,70,61,60,52,64,61,49,63.0,63,44,65,34,58,67,62,38,37,68,33,41,45,47,67,1
20.0,25,62.0,64,48,69,59,55,54,54,54,52,65.0,59,70,59,45,62,56,66,52,56,68,52,41,53,65,56,1
21.0,26,67.0,69,61,71,65,62,54,70,67,52,68.0,66,70,62,45,69,56,66,52,56,68,52,41,64,65,50,1
20.0,21,67.0,63,54,66,69,58,58,62,52,61,75.0,63,75,68,45,73,52,72,43,58,58,48,67,70,47,60,1
20.0,16,41.0,37,22,54,35,32,50,39,33,37,46.0,41,44,53,47,46,47,45,49,44,57,35,36,47,46,69,0
21.0,17,34.0,37,22,34,32,32,33,39,33,37,46.0,40,44,52,47,48,47,45,44,44,67,35,36,45,46,70,0
20.0,23,71.0,72,72,73,70,68,73,72,70,65,67.0,73,67,69,66,70,59,66,57,65,71,57,62,67,58,71,1
21.0,24,74.0,72,72,76,74,69,73,72,71,67,73.0,74,73,74,67,74,64,66,60,67,71,57,70,74,61,71,0
21.0,17,51.0,27,16,50,60,16,61,17,16,50,44.0,50,40,42,49,53,25,51,59,38,57,42,50,49,62,54,1
20.0,18,69.0,56,24,63,77,22,75,29,23,59,49.0,48,28,50,25,54,30,59,58,31,76,44,47,41,51,70,0
21.0,19,69.0,56,24,63,77,22,75,29,23,59,49.0,48,28,50,25,54,30,59,58,31,76,44,47,41,51,69,0
20.0,19,50.0,39,20,50,50,19,84,21,17,50,55.0,55,46,63,40,57,34,57,56,54,69,53,51,58,54,72,1
21.0,20,58.0,39,20,56,64,19,84,21,17,53,58.0,58,48,64,40,60,53,62,61,54,68,57,57,58,54,75,1
20.0,23,63.0,64,60,64,62,62,57,64,60,43,66.0,63,58,66,49,65,64,49,35,67,62,36,40,47,49,63,0
20.0,20,54.0,32,12,60,59,13,53,12,12,57,50.0,47,34,57,29,57,30,60,59,53,51,49,46,50,54,68,0
20.0,20,42.0,52,28,40,38,31,59,37,38,33,53.0,58,53,62,40,59,56,52,49,43,68,43,42,54,47,61,0
21.0,21,56.0,52,28,62,54,31,61,37,38,33,56.0,60,53,62,42,60,59,57,55,47,72,43,42,61,49,68,0
20.0,18,44.0,67,22,53,30,30,56,29,39,33,60.0,49,48,70,49,66,49,48,59,54,78,51,41,49,55,82,0
20.0,20,67.0,59,61,61,73,60,74,65,63,61,52.0,62,43,31,31,40,29,60,21,32,39,29,47,40,45,40,0
21.0,21,68.0,59,61,59,75,60,78,69,63,68,52.0,62,43,31,31,40,29,60,21,32,39,29,47,40,45,41,0
20.0,23,69.0,56,16,53,82,24,67,21,17,75,48.0,47,40,50,25,52,26,51,58,31,62,46,49,51,64,64,0
21.0,24,71.0,51,16,60,84,24,73,21,17,68,56.0,55,45,58,25,60,34,74,63,45,62,54,53,52,65,65,0
20.0,21,46.0,34,12,52,47,10,52,18,11,39,49.0,54,33,58,25,47,32,51,52,48,68,50,53,46,63,52,0
21.0,22,46.0,34,12,52,47,10,52,18,11,42,49.0,54,33,59,25,51,32,51,52,48,68,50,53,46,63,52,0
21.0,20,64.0,48,49,64,71,49,67,51,50,47,42.0,44,35,32,26,38,30,37,17,28,64,21,21,33,36,45,0
20.0,18,49.0,30,19,59,50,20,57,19,20,44,48.0,55,40,57,34,50,37,50,50,49,69,47,47,46,56,60,0
21.0,19,49.0,30,19,59,50,20,55,19,20,44,48.0,55,40,57,34,52,37,50,55,49,69,47,47,46,56,70,0
21.0,18,52.0,26,10,53,60,20,63,13,20,51,48.0,48,40,44,31,46,39,55,55,38,61,53,50,45,58,55,0
20.0,22,58.0,56,60,69,52,58,67,59,64,49,55.0,60,58,55,35,64,45,52,35,40,75,41,38,68,48,65,0
21.0,23,68.0,56,61,76,69,62,67,67,64,55,60.0,62,61,62,45,64,45,65,50,40,74,41,51,68,48,65,0
21.0,20,63.0,63,63,75,58,62,46,66,68,53,56.0,66,62,65,28,66,62,49,38,38,71,33,40,51,40,76,1
20.0,20,65.0,62,46,50,75,54,48,60,57,59,45.0,47,28,27,26,29,28,35,19,22,42,30,24,35,34,46,1
21.0,21,70.0,64,63,60,79,62,52,63,63,64,48.0,50,31,27,26,32,28,35,19,22,42,30,24,35,34,46,1
20.0,19,63.0,64,52,54,67,56,69,65,61,63,40.0,54,24,32,21,38,28,35,23,23,51,23,17,26,33,42,0
21.0,20,68.0,71,58,58,72,60,73,67,64,67,44.0,58,32,33,21,39,28,35,24,23,53,23,17,33,33,57,0
20.0,17,51.0,47,33,53,52,50,55,46,42,47,49.0,49,56,55,48,60,50,52,54,53,63,50,49,60,49,66,0
21.0,18,53.0,47,33,53,56,50,52,46,42,47,49.0,49,56,59,48,61,50,52,54,53,65,50,49,60,49,68,0
20.0,21,59.0,66,61,79,45,60,75,66,65,57,69.0,75,67,67,65,70,48,73,47,57,84,38,63,63,64,76,1
20.0,30,52.0,36,45,41,64,35,52,52,42,44,58.0,57,63,65,43,63,59,61,52,54,68,41,56,62,43,71,0
20.0,18,53.0,59,37,58,47,38,55,43,46,41,40.0,54,50,44,30,52,39,52,25,30,72,38,32,52,37,51,0
21.0,19,59.0,59,39,70,53,43,55,52,46,50,55.0,54,56,48,40,57,39,52,41,37,72,29,32,52,37,54,0
20.0,20,52.0,58,48,58,45,42,58,49,55,53,49.0,59,70,63,44,60,43,77,36,49,75,40,44,56,52,60,0
21.0,19,59.0,44,53,62,63,46,60,60,56,45,50.0,47,36,31,24,39,41,28,20,27,43,25,22,34,37,59,0
20.0,20,53.0,63,46,61,45,40,61,55,66,58,50.0,54,62,63,46,55,45,68,36,42,77,47,42,52,49,64,0
20.0,18,61.0,64,60,62,59,57,58,65,63,48,40.0,49,42,54,33,55,60,42,35,40,69,31,38,37,38,60,0
20.0,24,64.0,57,50,58,73,58,34,60,58,52,48.0,60,46,36,20,41,25,36,19,26,40,11,15,28,35,40,0
20.0,23,66.0,63,58,75,64,61,55,68,66,58,48.0,58,37,58,35,57,60,43,34,42,70,30,38,50,34,74,1
21.0,24,67.0,65,62,74,65,64,55,69,68,59,48.0,63,43,59,35,62,63,43,34,42,74,30,38,50,34,76,1
20.0,20,59.0,48,47,65,60,49,59,58,56,49,71.0,64,66,68,57,63,55,66,65,63,65,51,59,66,63,70,1
21.0,21,60.0,48,47,69,61,49,59,58,56,49,72.0,64,66,73,57,69,55,73,65,63,71,51,68,66,63,70,0
20.0,20,67.0,55,53,63,74,55,65,63,61,52,45.0,52,39,55,32,53,58,59,23,49,52,24,38,45,41,64,0
21.0,21,69.0,55,56,69,75,55,67,66,63,61,45.0,55,43,58,32,57,59,59,23,49,51,24,38,47,41,65,0
20.0,21,68.0,52,54,62,77,64,70,69,66,66,54.0,56,54,53,25,52,28,36,25,28,46,22,33,28,36,69,0
21.0,22,77.0,67,54,63,88,62,71,67,65,66,52.0,54,54,53,25,55,28,36,25,28,46,22,33,28,36,49,0
20.0,26,64.0,68,59,66,61,62,73,65,61,66,64.0,58,51,37,30,57,46,52,36,35,70,29,22,45,44,64,0
21.0,27,65.0,70,63,64,62,64,74,69,65,68,64.0,62,51,37,30,61,46,52,36,35,70,29,22,45,44,64,1
20.0,18,49.0,48,23,52,48,49,46,31,36,23,56.0,53,51,71,51,68,56,62,52,55,79,54,51,61,54,81,1
20.0,21,62.0,32,17,54,77,24,73,39,36,64,52.0,47,47,69,39,66,63,57,63,54,57,40,42,54,53,69,0
21.0,22,70.0,32,17,69,85,24,73,39,36,73,52.0,66,62,70,54,68,64,68,71,59,49,53,66,60,53,44,0
20.0,22,65.0,59,61,64,67,60,72,71,68,67,54.0,60,51,37,27,37,32,41,27,27,52,27,24,45,47,44,0
20.0,17,44.0,34,23,45,47,26,43,31,28,30,47.0,43,54,60,48,58,55,66,52,58,78,57,47,59,48,68,0
20.0,19,51.0,58,42,63,43,50,50,51,35,46,51.0,54,44,63,42,59,63,60,49,60,64,54,50,59,49,76,0
21.0,20,51.0,58,42,63,43,50,50,51,35,46,55.0,57,44,63,42,61,63,60,52,60,64,54,50,59,49,76,0
20.0,27,74.0,68,19,71,77,21,92,15,21,78,67.0,75,58,64,36,66,65,73,73,65,63,68,58,62,61,77,1
21.0,28,76.0,68,19,75,79,21,92,15,21,78,72.0,76,58,66,36,68,65,76,78,65,65,76,65,62,74,78,0
20.0,22,70.0,60,58,62,77,62,74,66,63,60,39.0,65,41,33,29,45,29,39,21,31,59,23,25,34,34,41,0
21.0,23,72.0,66,60,67,77,65,74,66,65,62,51.0,65,41,37,29,51,29,39,21,31,55,23,25,34,34,37,0
20.0,22,61.0,44,32,58,70,30,62,34,30,60,52.0,50,46,60,42,62,56,54,55,42,65,48,48,56,54,68,1
20.0,24,56.0,32,15,60,62,12,63,14,19,58,42.0,44,22,49,28,51,28,56,62,42,62,49,53,41,62,60,0
21.0,25,58.0,39,15,60,64,12,62,14,19,59,47.0,58,25,54,28,59,42,56,64,42,61,49,53,46,62,60,0
20.0,24,62.0,50,55,57,68,57,69,63,62,47,41.0,49,28,28,30,32,25,35,21,31,62,31,22,29,37,36,0
21.0,25,65.0,57,59,58,70,62,72,63,64,61,44.0,55,51,33,30,41,35,50,21,31,62,31,22,29,37,33,0
20.0,19,55.0,56,48,52,56,55,59,56,53,40,38.0,55,47,46,37,55,34,55,37,40,58,33,44,41,41,66,0
21.0,20,66.0,69,57,60,68,59,69,61,66,62,57.0,62,54,60,37,60,48,60,48,40,65,57,44,41,41,66,0
20.0,19,62.0,66,54,70,56,56,64,62,59,56,48.0,57,65,64,41,65,52,59,45,48,76,45,48,56,51,73,1
21.0,20,62.0,71,54,67,56,56,64,62,60,56,48.0,57,65,64,41,65,52,59,45,48,76,45,48,55,51,73,1
20.0,19,68.0,65,58,66,70,61,62,66,69,54,44.0,57,28,62,40,40,45,37,28,32,57,27,28,42,45,57,1
21.0,20,72.0,68,58,69,76,62,64,67,64,55,46.0,57,48,63,40,62,54,51,28,32,57,27,28,49,45,63,1
20.0,20,68.0,57,24,52,80,21,70,21,23,69,48.0,49,24,51,21,50,21,54,58,32,52,45,46,44,61,57,0
20.0,20,54.0,56,19,60,49,28,59,33,29,43,63.0,59,59,68,56,66,64,71,55,66,69,63,57,59,60,86,0
21.0,21,60.0,56,19,68,57,28,59,33,29,43,68.0,64,59,68,56,66,66,73,58,72,69,63,59,63,60,86,0
20.0,18,51.0,60,55,55,45,55,60,64,62,60,45.0,58,64,56,47,54,45,68,55,45,61,52,53,55,55,63,1
21.0,19,58.0,60,55,55,58,55,64,64,62,60,45.0,58,64,56,47,54,45,68,55,45,67,52,53,55,55,66,1
20.0,22,68.0,51,55,70,73,46,76,57,59,60,41.0,47,44,50,27,53,53,44,21,48,59,20,28,31,31,63,0
21.0,23,71.0,58,58,70,76,57,76,65,63,63,52.0,55,48,53,27,58,60,49,21,50,62,24,30,38,31,64,0
20.0,18,42.0,28,21,52,42,21,49,25,27,38,42.0,42,34,73,41,68,60,59,53,60,84,54,36,55,57,78,1
20.0,18,64.0,49,54,64,69,64,75,62,58,60,49.0,58,47,33,25,48,28,39,22,27,59,31,25,53,30,49,0
21.0,19,67.0,53,62,67,74,70,55,68,63,62,63.0,64,49,36,25,58,28,39,22,27,59,31,25,57,30,59,0
20.0,23,52.0,42,21,70,46,23,57,12,19,52,66.0,61,46,75,38,70,52,64,69,54,73,60,58,60,62,68,1
21.0,24,67.0,61,21,70,69,23,56,12,19,75,80.0,73,60,71,48,70,58,73,82,63,77,78,68,68,78,67,1
20.0,21,66.0,53,23,70,69,21,70,20,22,74,57.0,57,35,52,29,57,32,61,69,43,69,56,56,47,60,55,0
21.0,22,77.0,53,23,70,90,21,70,20,22,74,57.0,57,35,63,29,61,32,65,64,54,34,56,56,49,60,55,0
20.0,21,65.0,58,56,63,70,60,54,64,59,65,53.0,57,59,47,32,54,34,46,35,33,39,31,32,50,39,49,1
21.0,22,69.0,70,62,72,68,68,54,69,59,70,57.0,65,59,53,32,58,43,46,35,33,39,31,32,53,39,55,1
20.0,18,56.0,35,21,52,65,14,64,23,16,64,55.0,62,42,57,38,60,37,59,62,49,61,44,60,49,60,53,1
21.0,19,58.0,35,21,52,69,14,64,23,16,64,55.0,62,42,57,38,60,37,59,62,49,68,44,60,49,60,64,1
21.0,21,63.0,56,53,68,63,41,59,56,53,52,69.0,71,75,72,56,73,55,72,58,53,78,51,50,64,58,67,1
20.0,23,62.0,72,59,62,59,55,58,62,60,48,42.0,54,58,61,31,59,31,62,49,35,69,38,55,52,39,69,0
21.0,24,68.0,73,69,80,61,68,58,65,64,51,46.0,60,58,61,31,61,34,62,48,37,69,38,51,54,39,69,0
20.0,19,49.0,53,40,63,40,22,45,22,25,62,64.0,68,45,67,46,71,54,78,71,58,78,68,65,63,70,73,1
21.0,20,49.0,53,40,63,40,22,45,22,25,62,64.0,68,45,66,46,70,54,78,67,58,78,68,65,63,70,73,1
20.0,20,68.0,65,63,61,73,64,67,67,62,65,61.0,55,60,38,25,42,45,67,33,30,55,44,37,28,40,51,0
21.0,21,68.0,65,63,61,73,64,67,67,62,65,61.0,55,60,38,25,42,45,67,33,30,55,44,37,28,40,51,0
20.0,23,68.0,70,53,78,63,69,63,67,70,62,56.0,67,34,61,37,67,57,26,31,34,56,33,30,37,41,52,1
20.0,18,58.0,55,58,51,62,53,65,62,60,65,50.0,54,30,31,32,38,37,40,24,36,43,32,25,33,38,41,0
21.0,19,64.0,62,56,51,72,55,55,62,60,65,50.0,53,36,32,32,42,37,40,24,36,43,32,25,33,38,41,0
21.0,19,42.0,40,19,53,36,22,59,25,22,44,54.0,49,44,54,47,63,44,52,53,51,70,43,49,52,59,71,0
21.0,18,62.0,58,59,66,61,57,62,59,61,49,51.0,58,56,56,31,50,58,40,24,30,55,26,31,36,36,64,0
21.0,19,65.0,47,55,73,68,55,61,57,48,68,72.0,68,68,74,68,76,73,64,63,71,55,59,61,68,46,70,1
20.0,19,58.0,39,31,70,58,29,70,29,33,35,52.0,57,50,63,38,61,59,43,39,45,80,49,34,54,40,78,0
21.0,20,58.0,39,31,70,58,29,71,29,33,35,54.0,57,50,65,38,59,59,45,43,46,80,49,34,60,40,78,0
20.0,24,71.0,63,52,65,79,55,51,53,49,54,70.0,63,66,62,44,64,59,65,56,47,60,49,55,64,60,57,0
21.0,25,71.0,63,52,66,79,55,51,53,49,54,70.0,60,64,62,44,64,59,65,55,47,60,49,54,63,60,57,0
20.0,18,49.0,60,19,51,42,22,57,15,12,48,44.0,55,42,62,32,59,52,58,60,42,75,42,51,59,57,79,0
20.0,18,47.0,34,23,63,44,17,52,20,18,53,47.0,58,41,64,42,62,53,49,61,54,71,53,51,52,56,73,0
21.0,19,60.0,34,23,64,69,17,50,20,18,53,52.0,58,41,64,42,62,54,49,61,54,72,53,51,54,56,72,0
20.0,28,69.0,67,59,75,67,52,67,55,55,56,57.0,60,55,61,42,63,60,71,46,44,63,61,57,48,48,65,0
21.0,29,71.0,65,59,75,73,52,63,55,55,56,55.0,59,55,61,42,61,59,71,46,44,63,61,57,48,48,64,0
20.0,22,62.0,75,49,80,48,58,67,62,54,48,43.0,62,54,56,43,63,41,61,50,63,75,54,51,56,45,70,0
20.0,25,62.0,62,58,66,61,56,60,59,56,49,53.0,58,54,59,37,62,47,47,46,33,76,36,49,55,39,57,0
20.0,19,64.0,50,40,70,68,34,54,40,44,42,46.0,50,49,46,39,48,41,48,42,34,66,39,40,52,37,54,0
20.0,17,75.0,76,56,65,80,55,72,62,61,62,54.0,53,43,58,23,54,52,56,21,31,51,23,24,39,36,56,1
21.0,18,78.0,82,59,68,82,66,81,65,66,69,67.0,64,67,67,60,66,56,68,29,57,59,23,38,57,61,57,1
20.0,22,61.0,51,65,65,61,66,90,61,65,57,60.0,52,46,49,29,50,43,45,27,35,66,30,29,31,42,65,1
20.0,19,74.0,74,71,74,76,67,58,68,64,54,73.0,75,32,71,37,73,73,79,34,69,60,44,62,54,42,76,1
21.0,20,72.0,74,66,66,76,64,58,72,66,54,73.0,71,50,75,55,73,79,79,34,69,60,44,66,62,42,77,1
21.0,22,50.0,41,21,60,46,22,74,26,22,49,61.0,59,58,67,51,65,63,68,63,53,83,56,62,56,60,81,1
20.0,19,59.0,56,54,65,57,52,63,59,65,47,51.0,53,58,59,29,58,55,29,25,32,75,27,28,31,34,61,0
20.0,18,44.0,45,20,39,47,28,34,35,27,52,58.0,48,54,70,60,67,58,64,65,59,69,55,42,61,64,67,1
21.0,19,49.0,45,20,59,47,28,34,35,27,52,58.0,53,54,71,60,68,58,64,66,59,77,55,42,61,64,75,1
20.0,20,60.0,54,58,59,64,56,46,61,55,48,50.0,52,47,55,45,58,61,55,41,51,55,38,46,43,35,65,1
21.0,21,68.0,59,58,67,75,56,43,60,58,49,50.0,56,57,59,50,61,62,55,51,52,61,48,56,58,45,65,1
20.0,18,61.0,46,48,61,67,40,64,46,44,41,34.0,50,32,52,32,30,45,26,40,30,73,22,24,33,30,60,0
20.0,19,56.0,70,54,59,49,53,58,53,50,54,48.0,45,56,49,30,49,45,48,40,40,72,46,36,47,42,75,0
21.0,20,61.0,70,54,63,56,53,58,57,54,54,50.0,53,56,55,30,58,45,48,40,40,72,46,36,55,42,75,0
21.0,19,52.0,46,40,48,56,40,50,43,46,46,53.0,55,58,56,48,55,47,56,48,51,67,48,44,53,48,58,0
20.0,19,59.0,59,55,62,58,48,56,59,58,59,47.0,60,60,56,44,50,50,61,41,47,60,47,47,51,53,76,0
20.0,18,55.0,42,18,66,55,22,47,22,24,59,48.0,51,45,73,49,73,59,65,62,62,69,61,59,61,60,76,1
21.0,19,67.0,75,37,76,61,44,43,40,43,68,73.0,73,45,76,49,75,66,68,74,70,79,61,60,65,60,83,1
21.0,16,58.0,57,21,56,61,19,35,20,15,28,64.0,63,53,75,70,73,56,64,61,66,81,51,57,64,61,76,1
20.0,20,44.0,38,27,48,44,30,43,29,31,33,62.0,54,53,62,51,60,56,54,51,58,69,48,52,59,48,71,0
21.0,21,43.0,44,27,41,45,30,37,29,31,33,62.0,61,54,68,51,64,58,54,53,58,70,48,54,61,48,74,0
20.0,21,73.0,76,73,81,68,70,74,74,73,67,77.0,78,75,78,57,79,80,72,64,78,82,59,68,72,54,82,0
21.0,22,75.0,78,76,84,69,75,76,77,78,68,79.0,80,75,81,57,81,81,76,64,81,82,59,68,73,54,83,0
20.0,18,59.0,58,25,56,61,26,65,20,29,69,62.0,52,32,70,30,67,34,52,62,34,71,55,50,48,64,50,0
21.0,20,57.0,39,28,65,60,31,58,43,46,39,61.0,56,60,52,42,60,45,53,43,44,64,38,47,58,39,71,0
20.0,26,61.0,31,13,52,77,15,65,17,12,64,46.0,49,30,53,28,49,29,54,57,36,51,42,53,47,56,59,0
20.0,20,55.0,48,50,55,56,48,73,52,57,42,36.0,44,20,27,23,30,20,33,22,25,59,21,21,31,31,48,0
21.0,18,62.0,54,50,64,63,51,70,51,50,50,46.0,50,50,47,43,48,47,49,38,46,65,35,40,46,42,64,0
21.0,19,60.0,57,52,66,58,51,62,48,47,46,50.0,51,55,47,35,51,47,48,41,33,57,33,46,51,41,54,0
20.0,21,65.0,51,49,60,72,45,68,54,53,52,40.0,55,48,42,41,48,43,49,31,38,55,35,35,39,39,60,0
21.0,22,67.0,48,53,68,73,45,70,55,46,55,53.0,57,56,61,50,62,54,56,43,56,54,45,48,55,45,58,0
20.0,18,57.0,55,51,62,54,38,61,55,52,51,40.0,51,49,56,35,54,50,55,49,40,76,44,42,42,39,66,0
21.0,19,64.0,57,57,69,64,55,65,65,61,58,58.0,55,56,58,40,64,61,58,50,51,76,45,45,53,40,72,0
20.0,20,42.0,35,25,55,38,18,37,29,22,41,58.0,57,38,68,37,68,48,64,65,47,85,49,42,42,59,74,0
20.0,20,55.0,32,16,51,67,18,56,18,15,58,49.0,52,30,54,33,53,31,56,59,34,57,46,51,50,63,64,0
21.0,21,57.0,32,16,55,68,18,55,18,17,60,53.0,53,45,58,35,61,36,56,58,34,57,46,56,55,63,64,0
20.0,21,52.0,57,40,60,45,46,53,45,47,44,64.0,59,63,62,59,64,56,58,56,62,74,53,60,63,63,71,0
21.0,22,56.0,64,40,62,50,46,56,45,47,44,68.0,62,66,66,59,69,56,58,58,62,76,53,62,67,63,74,0
20.0,22,45.0,38,17,60,41,18,42,28,24,43,48.0,50,45,64,42,62,58,68,62,48,74,53,52,55,53,69,0
21.0,20,53.0,49,57,66,47,46,54,57,59,56,43.0,48,47,53,44,51,49,52,31,49,79,51,43,41,48,77,1
21.0,20,61.0,60,63,64,59,59,60,67,66,52,71.0,66,50,73,37,70,66,58,36,62,69,34,41,54,48,76,1
20.0,19,68.0,76,66,38,83,68,30,70,61,67,56.0,62,38,26,25,45,29,42,23,33,31,28,23,31,38,32,1
21.0,20,76.0,78,69,52,91,73,32,76,67,72,64.0,68,37,35,25,51,29,42,23,33,32,28,23,36,38,32,1
20.0,17,53.0,41,25,51,60,31,47,27,25,32,55.0,50,43,55,40,60,43,51,43,44,50,40,42,56,42,56,0
20.0,18,55.0,40,31,48,64,48,54,38,43,39,58.0,60,53,64,53,64,51,60,47,53,59,46,45,58,57,65,0
20.0,18,65.0,63,62,72,63,63,66,63,58,49,62.0,53,47,62,37,60,55,29,30,38,68,28,29,41,41,76,1
21.0,19,66.0,63,56,71,65,60,66,62,61,52,62.0,57,47,62,37,60,55,49,30,38,68,28,29,43,41,77,1
20.0,18,48.0,46,52,60,42,49,57,56,55,53,65.0,51,63,66,53,64,53,55,43,52,72,52,34,59,57,68,0
20.0,19,74.0,67,40,74,78,33,66,43,38,57,56.0,62,61,58,41,61,50,70,56,49,49,50,54,58,49,63,0
21.0,20,72.0,67,40,68,76,33,66,45,38,57,56.0,62,61,59,41,60,47,67,55,49,49,50,54,58,49,63,0
20.0,21,60.0,64,57,66,54,57,69,57,59,53,52.0,61,65,56,50,63,59,66,53,43,71,46,59,55,59,66,0
20.0,19,63.0,64,38,77,56,45,56,23,28,34,51.0,42,55,63,40,59,55,50,50,47,75,45,35,45,51,79,1
21.0,20,63.0,64,38,78,56,45,56,23,28,34,51.0,48,55,63,40,59,55,50,50,47,75,45,35,57,51,80,1
20.0,22,42.0,46,23,33,43,34,62,39,44,37,59.0,45,60,56,44,56,52,44,31,41,63,37,33,56,46,70,0
21.0,23,55.0,41,38,61,57,47,61,39,44,50,48.0,48,58,57,43,58,52,54,48,47,56,59,48,56,58,70,0
20.0,29,63.0,56,61,63,67,58,59,62,60,48,37.0,54,41,45,33,51,58,25,29,28,59,22,29,47,34,67,0
21.0,30,66.0,53,63,68,71,64,65,62,61,49,58.0,62,55,43,63,56,64,72,38,58,70,36,67,52,52,69,0
20.0,20,58.0,45,53,63,60,57,69,61,58,51,39.0,57,33,52,28,52,49,21,29,31,48,24,26,42,35,70,0
21.0,21,69.0,43,62,83,72,62,72,65,61,52,63.0,60,41,52,49,57,64,58,35,55,73,24,36,51,32,80,0
20.0,31,76.0,72,62,70,81,61,75,64,59,62,36.0,52,42,29,27,48,27,39,18,21,67,25,16,32,35,36,0
20.0,29,56.0,61,65,60,50,63,69,68,67,59,45.0,57,46,36,31,49,37,49,26,28,66,37,24,36,44,42,0
20.0,23,58.0,40,32,41,74,46,50,38,46,43,58.0,51,60,64,51,64,54,65,50,58,63,54,44,61,53,51,0
21.0,24,56.0,40,32,34,75,35,45,38,46,43,58.0,47,60,68,51,64,54,65,50,58,79,54,44,61,53,70,0
20.0,26,61.0,58,56,62,61,53,60,56,54,50,45.0,55,58,58,37,59,48,45,28,36,70,24,33,57,44,56,0
20.0,18,56.0,38,55,56,64,44,51,48,41,47,52.0,57,58,55,41,57,47,55,38,55,58,39,41,60,38,65,0
20.0,21,69.0,61,60,67,74,56,60,66,62,56,53.0,54,63,65,49,61,43,66,34,48,66,35,52,61,64,71,1
20.0,23,53.0,53,56,59,50,53,60,55,54,47,38.0,54,42,52,35,51,51,28,23,29,72,22,25,43,39,59,0
20.0,22,73.0,82,66,74,70,67,58,66,71,54,61.0,64,68,70,45,75,57,77,58,61,78,60,74,67,66,68,1
21.0,23,76.0,84,68,77,74,67,58,70,72,56,62.0,68,72,72,45,75,57,78,58,61,78,60,73,69,66,70,0
20.0,25,66.0,68,69,66,64,70,83,65,71,70,64.0,63,48,47,35,52,40,48,26,33,61,28,20,28,47,60,1
20.0,25,60.0,58,58,52,64,59,63,59,57,60,56.0,54,52,40,22,52,28,31,24,28,56,24,22,27,37,46,0
21.0,26,74.0,66,62,75,76,63,74,64,63,62,56.0,60,52,46,22,52,28,31,24,28,56,24,22,45,37,46,0
21.0,19,71.0,67,62,81,67,59,76,64,66,65,55.0,57,45,52,27,50,29,44,25,38,66,28,23,36,49,63,0
20.0,18,44.0,29,20,59,42,25,52,22,23,34,42.0,46,46,63,37,62,55,46,53,40,77,42,35,44,45,77,0
21.0,19,48.0,36,28,59,46,25,52,22,23,39,51.0,49,49,63,37,63,59,46,53,40,77,42,35,44,45,79,0
20.0,17,57.0,48,56,49,63,47,75,54,52,44,40.0,48,37,31,19,38,26,32,17,23,60,21,20,24,31,65,0
21.0,18,60.0,61,58,48,63,53,83,58,56,51,44.0,50,37,36,19,43,26,32,17,23,60,21,20,30,31,65,0
20.0,18,56.0,48,36,58,58,32,56,46,44,42,44.0,47,56,48,38,45,38,49,45,40,62,37,43,48,40,70,0
21.0,19,57.0,53,53,58,58,52,55,56,54,42,55.0,58,56,59,38,59,38,56,52,56,63,37,55,60,40,70,0
20.0,21,68.0,64,68,58,74,66,70,66,65,68,66.0,63,54,47,34,58,42,46,34,49,50,33,39,52,44,45,0
21.0,22,64.0,64,68,44,74,66,71,66,65,68,66.0,63,54,47,34,58,42,46,34,49,48,33,39,52,44,41,0
20.0,21,66.0,55,61,59,74,64,69,67,65,59,58.0,56,65,35,29,57,31,59,38,41,47,29,51,29,40,65,0
20.0,21,74.0,78,63,74,72,59,68,65,63,62,69.0,60,62,68,44,69,54,69,65,57,73,59,59,64,50,75,1
21.0,22,78.0,78,63,74,81,59,77,65,63,69,68.0,68,62,70,44,71,54,71,68,57,75,64,66,69,50,77,0
20.0,20,44.0,35,20,44,46,34,58,28,22,34,56.0,51,55,66,40,64,64,59,58,63,76,50,57,52,48,70,0
